body,size
22744067791,839550
22382964456,839530
5884345226,839522
42954121528,839407
21130882098,839406
28995808386,839380
21145097871,839362
17299794562,839348
10019846727,839339
17368221103,839316
26547950073,839306
22245782256,839287
42932893682,839166
6309254349,838764
13263303277,838645
39671945719,838555
7144105294,838511
6683649623,838291
43379253471,838279
40493439813,838265
17392086051,838200
43750099659,838166
22390014127,837972
18177217875,837663
13277964542,837566
43753241079,837554
26921949418,837214
9567166808,837034
41303378618,836944
23217786115,836857
7119157191,836630
11997175878,836617
8757072267,836562
42946606051,836463
41712475221,836388
40504018858,836357
9121089875,836334
34199255748,836245
47041271437,836176
48246156726,835959
21994155388,835938
14087941494,835926
7515317603,835883
28973711488,835851
24471056829,835718
55643700589,835676
7115527769,835595
5074721924,835492
44171026011,835417
30619379720,835299
22797058997,835244
43303746888,835230
36342688155,835200
39639631966,835180
16150372451,835168
14074154952,835006
24078902120,834963
35975609706,834879
36777111614,834878
21969387373,834768
7111993287,834740
45801875031,834650
26943920497,834645
12881994317,834471
38466078372,834346
38850253199,834246
20757118542,834185
11615441519,834060
36781111015,833997
15740601468,833722
7529854087,833721
47849711337,833584
5481042569,833516
13727666056,833424
16125807466,833374
40487906069,833209
19787588623,833198
7133458119,833175
7119306081,833073
42529134573,832836
39607202485,832757
40894831273,832745
15265783924,832719
14883854387,832588
101356,832585
23250805793,832537
25720359046,832528
13685448389,832484
5898905839,832367
40118038658,832226
37220706115,832208
24017311787,832203
42522057455,832187
37231511035,832018
9503484654,831942
21036261504,831887
5474041728,831646
7550459571,831634
33438911801,831542
9578014059,831252
12814350573,831212
6280524490,830919
28117591873,830912
24871510240,830859
40528502151,830550
12050198730,830472
22814775423,830373
40873448755,830257
40938782037,830179
40059898630,830120
12036407972,830074
5916701011,829937
25277224467,829912
14463278234,829746
43332021270,829730
15683456734,829720
32617934502,829714
40524888956,829681
42954383633,829613
7151142679,829519
23193413129,829453
24834478615,829436
25269947090,829395
44991303262,829337
45366279941,829328
48232081733,829242
28978160134,829222
22005949239,829194
28563322097,828875
39239574807,828857
9609929365,828821
21963100508,828700
7940210842,828582
8329500209,828551
48645577797,828414
21138068916,828372
43770897759,828184
39610627849,828126
40888937816,827997
42095989837,827903
24003629173,827880
42169845589,827867
30969040596,827859
32221493645,827800
33863147090,827712
40898648046,827597
10380801411,827572
20767408407,827567
18665247177,827295
7898192913,827108
24014795910,826820
8785211393,826815
40076013112,826478
27308788197,826452
38029624366,826073
45387385681,825990
21566226773,825918
44573757873,825823
8364088089,825733
11162249973,825681
49480770573,825595
26918479914,825401
40489629539,825399
42132932378,825399
6733904827,825346
44589873634,825137
12896343529,824990
40891337173,824976
28925603681,824882
44184907828,824833
14480929197,824794
25295855575,824719
11204728370,824673
24860346327,824581
11236926110,824529
42124255431,824470
47019962929,824423
10384421820,824421
42465424020,824420
13238812158,824306
21966836688,824306
19921192599,824290
14102678600,824276
40051439740,824064
30120274529,824007
24860738836,823895
9178154880,823836
12029524941,823671
37598161174,823421
5078268509,823283
13285155268,823267
9588581751,823171
21994185860,823069
22404622652,823061
20353446047,822704
11654002651,822608
40081470157,822524
20342153519,822372
30194359213,822228
23228753037,822161
30220068106,822142
36777454654,822056
22405525016,822038
12012073224,821876
9595508106,821861
21556449686,821527
25680930081,821413
29724065094,821203
22783775949,821083
39600138437,821033
12849958305,820997
21980033990,820641
10384337727,820619
31000526275,820595
14130989725,820453
7165536497,820373
13667217783,820247
31818248142,820169
9577107735,820003
38415175886,819980
22836834643,819922
7122648004,819715
24852090934,819674
28549374095,819671
25637619006,819573
9577901416,819527
39190954761,819494
13724011236,819430
40059901318,819148
24849493928,819068
101293,819054
29327546676,819052
44197011297,819041
20750031773,818695
43776205534,818652
14851820905,818637
35982648503,818535
13717092801,818491
40042833407,818455
12026028761,818243
43369180045,818191
11582978689,818096
20282328859,818085
29812902104,817971
12903261554,817777
24849569352,817748
22773355000,817714
42166260152,817647
21588557414,817596
7158413478,817531
27314644595,817472
44527805262,817472
38883395417,817461
39671041888,817393
9124773257,817289
31004499349,817272
9977083210,817205
40078094422,816967
42132893444,816962
21166291934,816896
12471248918,816845
16532936198,816793
40045747340,816760
47825145119,816753
37220981305,816729
12039783634,816685
22344409741,816467
5499272768,816366
20716747235,816324
24036052356,816311
9131613753,816240
21580306713,816235
24877133482,816159
20353594204,816069
7115803424,815786
11636821415,815633
15333236371,815582
29759643243,815430
22405169274,815131
102060,815059
10426864954,814727
9202878245,814624
22384498434,814558
22401596880,814445
9555996896,814374
42940116889,814320
42566243066,814315
33473313831,814278
14919851323,814045
24475225257,813710
58926459171,813670
10433471013,813644
47458695106,813624
43770887194,813579
22833249879,813533
22821782249,813333
13695748023,813162
9984515164,813097
12446564416,812989
27310715772,812987
9624396812,812852
28892268639,812771
14541578192,812738
22408711394,812724
29402513015,812620
7960806669,812573
43386913457,812508
8343339399,812442
45783748353,812427
25553466425,812404
8743150929,812171
7546958383,812111
26501291657,812002
45013790478,811922
45787289829,811916
11654040859,811728
7960885375,811626
11604750529,811589
24082210789,811493
7518690556,811231
41276612592,811139
40881272902,811127
21039913966,811098
34616016386,811027
42522502550,811000
6294661511,810935
28985004500,810912
40067122992,810777
6301744318,810733
8343093289,810720
36782094926,810692
7518491764,810447
11611427271,810346
22384536956,810339
30965549866,810154
30562344809,810063
26880432512,810054
12089823558,809935
40900261155,809929
10451789312,809899
21955114144,809737
9213490354,809704
19794546371,809653
30630225830,809543
41723562213,809338
40859495712,809315
11226149861,809288
6730533627,809208
6276908804,809070
8328635317,808837
15343892061,808777
8796100644,808704
40035100654,808628
14060351506,808597
36785953410,808581
14509541437,808557
11191292529,808545
39675209972,808458
42983912769,808382
20760570259,808347
39258362059,808325
42152311582,808127
11219037499,808104
6719954289,807907
39290011497,807887
24496139605,807790
10019768219,807629
10005467687,807562
10801409858,807525
7925745578,807515
10005274597,807434
21566779781,807216
6708679510,807158
24017858514,807135
12860771069,807057
7543532518,806938
14530724620,806676
41720223424,806536
20268340797,806487
21148718841,806364
20204940260,806358
24085739216,806102
29380454146,806039
22798033573,805865
42566286637,805817
42548641713,805797
21966604030,805795
26094830967,805761
27328413930,805758
9955907803,805627
38052189803,805609
44200147795,805546
12843237278,805527
56057394071,805508
28060760547,805165
41722740221,805131
9138968969,805089
6301739899,805033
11647280102,804924
41759418934,804874
26868365501,804784
14501637961,804690
16529158436,804519
17381393112,804476
28973675985,804399
9167536024,804376
27657554605,804363
28146522400,804244
12389726675,804240
22354663265,804231
36817660824,804145
7925664465,804106
28553535415,803960
38858347747,803855
34269925937,803799
42109587114,803399
43367649460,803275
39193471302,803258
18613045028,803206
8796026348,803065
9613428971,802964
38847231627,802941
44603911419,802928
40447648874,802813
8764337876,802798
37620765806,802572
24862860949,802422
30134384166,802323
24803034878,802282
13306579151,802177
44600401407,802002
22397630694,801966
21195571821,801944
23254581276,801831
29406118564,801759
24421176673,801688
4661068682,801660
12899800546,801657
13256741036,801610
33474248712,801513
33049516986,801507
21567052282,801464
43379760328,801464
16500313264,801137
24859513256,801130
28568269649,800950
40081788669,800823
102380,800812
40531957107,800705
46241631107,800671
12478800413,800664
23982086069,800524
44117414653,800309
46648557751,800161
40475715238,800044
22765541148,799987
21567095378,799946
39660667653,799931
40477871257,799826
5902469310,799784
28124863948,799759
42950616411,799755
9171153098,799515
8321679570,799440
27735225311,799430
44178020506,799424
40491639920,799326
24049699690,799299
39554972520,799288
7129485513,799276
40010688268,799271
41324372436,799254
101272,799133
42115130963,798873
9196036127,798853
6715551423,798729
22351405518,798670
35089848481,798579
43774584909,798411
22819336199,798406
9209917387,798257
28992117935,798150
9518115773,797445
24411114444,797417
7950353982,797341
7512207132,797292
22797403140,797174
7935967656,797025
42536367296,796961
24857357277,796892
25281390523,796720
14078275167,796715
14880392571,796585
14909283244,796547
7137271303,796505
13720553473,796480
10798311988,796461
25223453445,796442
23240349291,796330
22807668419,796196
38858978338,796178
8336062581,796176
41738342017,795883
21163815509,795869
37227659082,795825
39580240908,795745
23968136502,795496
42972552938,795386
37167090059,795315
8367467224,794937
39193390290,794894
12881487755,794839
47446509812,794753
13277765034,794625
7161871785,794576
47036162839,794554
8796143299,794496
7960846544,794324
12885179381,794201
29745644345,794149
39204793661,794041
23210785024,794025
22798115447,793988
22789862038,793839
41704816361,793664
21595121129,793658
22016170866,793611
38466150593,793390
37969410583,793365
14506004251,793361
7515362555,793224
9185307016,792777
24442989203,792749
15326119649,792747
23173292667,792728
8314412963,792408
7932700237,792401
46201500569,792386
24428135130,792363
44603707025,792356
16514615763,792313
21530582314,792213
22819222906,792213
7101186838,792204
16963689271,792103
46172729079,792095
9612799148,792059
44531501935,792056
36363567614,791999
15701732654,791893
21995334612,791804
47828375247,791786
11244194621,791723
37573284760,791657
42957148696,791595
38030648533,791334
25316770023,791005
12472390961,790924
24424711083,790760
39671234258,790743
42976047717,790714
38379756933,790523
41252478532,790496
9609969637,790438
10808686300,790336
22422940386,790255
42948263495,790215
33849271326,790185
22769779400,790166
41748604249,790156
12471407276,790121
17767609977,789975
44185017640,789932
41759417014,789718
44984069963,789689
24052960697,789574
42935950182,789547
24053230484,789432
39253333262,789395
32638839464,789332
11643860230,789314
102609,789286
24849535864,789241
7518573794,789218
31821322646,789215
36752963810,789129
21994156374,789079
21573146921,788970
24424596594,788942
21602387170,788940
43289826220,788820
42122328195,788792
28992268158,788719
40082227492,788693
48214318095,788626
6305717842,788446
12845719416,788444
28581756526,788379
12079012819,788150
39667705106,788071
6295183268,787820
26491081104,787675
40477951452,787594
43771878978,787588
37634922116,787536
48263696058,787417
39293859332,787034
7140577701,787031
30540613982,787025
33418082657,786952
12853417783,786856
8346125648,786835
12485991609,786722
42115134282,786604
39664200926,786498
24892138754,786476
24018761194,786444
44600285053,786432
12885493876,786391
22819297564,786327
12475177175,786294
6291999408,786165
42169956568,785977
42543526279,785955
40900213202,785922
40114413794,785665
8353669703,785632
37992360254,785243
38379767038,785190
12089664727,785147
5492079319,785128
11265384429,785092
24878539564,785058
44598885557,785015
19932870079,784991
25280564074,784963
7939777263,784776
42162760443,784407
37173611168,784374
42543530279,784349
39260573050,784320
30180213428,784312
40852457350,784307
27746034803,784295
9970757832,784195
12485838031,784057
8325459374,784007
20770948554,783995
27300380848,783992
9980466719,783880
33438992039,783830
9588397517,783770
9577824399,783694
7130227345,783639
12036130480,783534
21598689825,783489
45028020555,783193
14541535220,783166
5923699997,782991
41697978042,782746
38041617726,782730
10012581390,782695
11566270134,782612
42166339767,782566
8396634520,782246
23568035649,782182
22009122136,781868
28536196861,781793
28553616197,781714
43779784079,781463
40063349816,781226
41280271802,781062
35879153477,781041
25723814922,780924
20753255099,780891
11236725655,780844
42969011747,780748
38004974101,780673
8717894515,780482
14541578051,780469
14516454875,780434
27747019730,780409
6305747013,780333
11229178089,780246
14077487601,780162
28538833072,780140
41283761052,780030
22274362908,780016
42137492396,780006
42914610781,779989
45408813871,779952
14084520626,779926
46218869009,779749
44178687122,779648
43360663175,779551
9980390749,779449
31026707902,779399
16992776063,779389
36410689906,779384
18729988431,779338
22768871187,779192
41260806949,779135
5899211193,779129
12404160461,779079
10765961429,779069
24902991146,779012
9156451328,778934
44577963510,778905
12040137958,778850
43369416411,778845
23575553848,778662
14908733037,778598
12071662821,778558
43360655023,778414
43397326917,778326
45408769962,778313
11191330589,778221
30993923219,778160
7947440818,778160
38001320243,778067
20734624452,777925
33830796814,777890
42540187529,777579
20328053711,777569
10003190827,777473
45373210558,777459
22369212375,777442
45405158146,777399
10791151850,777382
32228880550,777180
37075392614,777050
25578459033,777004
6726756428,776938
9174459723,776866
42522179910,776721
28142114658,776665
13641782215,776664
43774904016,776662
24010826340,776554
10451909646,776541
40074127019,776492
45001952690,776490
25974668280,776458
24799219758,776455
39668451807,776398
10836706870,776263
39276410572,776195
26900755708,776105
40452531070,776050
26105317955,775983
39678943890,775977
30947778128,775969
25730656232,775959
38866019359,775932
43357626525,775841
46622066228,775812
5909619602,775709
41741526080,775704
9620419344,775607
16525227531,775510
15291261224,775465
36806700999,774826
39675950651,774814
44559801767,774791
33463126224,774739
39547264694,774665
12457490014,774612
8771686339,774473
5481153919,774248
5081768321,774169
28962907667,774061
44138726455,774022
37630753794,773977
9599317479,773822
25270694305,773699
29343033349,773694
29794423117,773530
39258719519,773527
38869549069,773384
22797249696,773253
38062792975,773210
9563906892,773106
35901159586,773007
26530535996,772948
9538515533,772924
101607,772686
5488818490,772628
46176266526,772611
10313670613,772580
7933174146,772565
48231810857,772491
42137448624,772440
23251074912,772428
41338752220,772292
10381189274,772198
11208468386,771919
7518893928,771909
48663393702,771845
22826181867,771826
26925239932,771701
24838177263,771564
7101180780,771558
28578292419,771407
42525401510,771406
22793551199,771244
39257038756,771107
7540270181,771102
8375723247,771094
24416929484,771021
21970443983,770907
7130230060,770864
24863248479,770818
14123440836,770805
7950589827,770791
13670632907,770740
13705727588,770727
16511797968,770674
9574287106,770625
25284967631,770587
10041587973,770545
42983283068,770352
38004944594,770311
23653920573,770215
22844098701,770183
24082244101,770040
21195579011,770023
7104836694,770012
42983587739,769976
22377069536,769975
10444708016,769911
23196490021,769662
43724791359,769586
42140963033,769556
11650897522,769520
11219117590,769450
7925745714,769363
44607211829,769290
41752295290,769199
9138845160,769174
32635463159,769024
23632655694,769009
38876389911,768969
7928768316,768853
6726641146,768851
25241764370,768816
10833364145,768733
29813249613,768662
25698463967,768465
12436075012,768448
39682395177,768417
45405163722,768318
23635412413,768225
24488983779,768198
28153794125,767961
21595124219,767660
42533142627,767647
13717095042,767441
7943320803,767363
42540729136,767239
40500157303,767100
45805050953,767093
12071944347,766996
46245082965,766941
42166268115,766936
39239222138,766936
13681325925,766925
9981411159,766828
8339795465,766732
46183648594,766540
36813887580,766449
6730651613,766448
10844102145,766329
7946854188,766305
6701288514,766124
9185577502,766051
24842967174,766020
38811300859,765989
10412871854,765931
11262309984,765908
38466152724,765906
42576735777,765893
7144108171,765861
36407106201,765773
24049659582,765704
11188067348,765660
10801884326,765538
18998836168,765381
23243921916,765366
55636780844,765180
21155908276,764958
42987013638,764905
22380919587,764730
26511310548,764728
15269365960,764674
40859343123,764271
45826414397,764160
39203816507,764124
7929634752,764057
9198992550,763801
19391303644,763653
29816477339,763526
42540145338,763477
39675402951,763426
10426315876,763389
25238935344,763329
12485915275,763092
32238985335,763087
20615531805,762973
28552754440,762923
41335180373,762914
13691860579,762742
21974065201,762459
12468181295,762454
22387048354,762371
23625231573,762290
24014397477,762234
5088919464,762197
6326971160,762060
13285313890,762042
47417981860,762025
12040538237,761990
37590694684,761965
10406109181,761843
7133145975,761838
5902626070,761714
31358367432,761664
42124280240,761564
13681244353,761563
11597641345,761455
20357332527,761396
37184070672,761319
39286590877,761222
6292070201,761211
11647429708,761065
21620034947,760951
36773571003,760832
12481787726,760516
22794891311,760503
11647238750,760339
39262297947,760320
40868695293,760218
39260652252,760199
15711869157,760123
10041469637,760032
8378979585,759920
19943205666,759785
42573046883,759709
11679231895,759666
13692211757,759515
12086247756,759464
7543254508,759431
8784971291,759365
38858781139,759359
21874068472,759347
44610703569,759225
43314359866,759206
14856146714,759178
14936952738,758856
38887136361,758800
41683624771,758587
27732085400,758481
23257882402,758442
22383317369,758377
7133493127,758257
28153788573,758134
6308704954,758121
11180010073,757899
46583160159,757870
12475298883,757813
22400773309,757801
20717060944,757710
37631454985,757591
49077635509,757544
14109170910,757519
13317195477,757504
102203,757270
10833683381,757210
7562050329,757175
43767915942,757106
42527443673,757092
14102606562,756902
38048296073,756880
45391128846,756819
11237075506,756796
41290803283,756795
47453431438,756714
14516102528,756582
22394084587,756578
25727243246,756545
11594053038,756419
8740009563,756245
8753536607,756215
7086969500,756187
41730827066,756076
33421657010,755991
10373647361,755939
42544384932,755831
8346123570,755817
14045451116,755629
44571826278,755477
22743917560,755361
7532922029,755330
5488585717,755269
8357170293,755186
12471492476,755148
20346634702,755103
7944102493,755070
7904095474,754972
41712315329,754956
22316456792,754955
21994781482,754937
39675211842,754903
42966153316,754716
44197121340,754646
42979780283,754441
40031480996,754306
12068281911,754257
21148449120,754103
11240657425,753924
38851312184,753822
23207493221,753770
23225171232,753749
39239575820,753717
43793343021,753690
17735307373,753581
43386449309,753499
17809870480,753482
17728342703,753467
7940051282,753255
7500703582,753254
43793651358,753208
25287559672,753190
41283803032,752804
47439287180,752714
21591931044,752648
25670245007,752505
11653842897,752474
41651944588,752450
33863104510,752396
9164044131,752376
40459634792,752367
31832324774,752065
13724365233,751974
38002851541,751904
35521866061,751898
13313652583,751785
8746459160,751772
11162328137,751764
13720555941,751764
45431528150,751684
39614096824,751617
7946817722,751512
29387565394,751493
24823910089,751353
28946046513,751344
28999431184,751301
26501095893,751172
42123497359,751110
40042949642,751069
9577499783,750889
45816737743,750834
9963248324,750774
12021470378,750760
45813115469,750683
35486998211,750674
44204046569,750641
43793331271,750475
10358983311,750430
21984359888,750294
12410923113,750052
42108692531,749707
9609501525,749438
23197547093,749383
11211807202,749299
24007796422,749178
14469880035,749128
44596118457,749120
40514117148,749079
42965980996,749006
25677049025,748969
32596506360,748926
25259534728,748653
15286739115,748651
25631719004,748636
24809718922,748528
11250718163,748489
9152996830,748477
11243646591,748454
20212014566,748410
24470426343,748394
45783565658,748323
14534260631,748282
43361440405,748231
11650816757,748228
39657199593,748119
39975188746,748110
36410728698,748070
42566200391,748017
11208428976,747998
23172074518,747823
10402259177,747779
9185344280,747773
41282356119,747700
6730262434,747648
11240615318,747634
30601226230,747529
37173611361,747434
44595457412,747223
19921196893,747075
42126014301,747053
33052730659,747003
44591560178,746927
22797992339,746910
11243764138,746756
21559189062,746373
27311147852,746280
15319089337,746074
21595508547,746065
41730599747,746003
40898530537,745886
43393792482,745836
39665652149,745737
23226430226,745574
6235156147,745528
39257343938,745446
40450789976,745427
7515320391,745424
6748137623,745399
101320,745265
44987691697,745190
13306693890,745153
43286052424,745073
37220470489,744895
6723490112,744759
23622633384,744752
44163482419,744723
5421045832,744690
27749775203,744649
21990647502,744649
29702879032,744452
33022002322,744374
9969781786,744349
21567133083,744036
37585354313,743912
12864388240,743674
14056224769,743662
41349129113,743432
23611077952,743244
7112036277,743093
12464563704,743022
7940019961,742994
23258154101,742963
7511542774,742954
10777590086,742937
30979935933,742936
21580069560,742926
41752293026,742869
102755,742592
44595176523,742502
13278276376,742494
25653338457,742457
8785408816,742406
42105146421,742393
41723683445,742322
9149622895,742281
9988257324,742241
10019582423,742084
10769616544,742073
40905767004,741955
42130499848,741868
40881118907,741793
41302128134,741728
23586986728,741669
22811243947,741587
12008498036,741450
22840603368,741417
29302393835,741368
33021964533,741253
8343292782,741231
21506561119,741201
38422012523,741026
22337262166,740830
12082628925,740809
12057519029,740760
35518395971,740753
20727708337,740715
43771996368,740683
10798311126,740639
21166209564,740635
14099301987,740625
21987071472,740425
40085094075,740420
40006911945,740388
24842148766,740290
26091129008,740198
10030780158,740174
8346323433,740169
39647491113,740165
25273764330,740128
7529504374,740052
42521954465,740014
24052956931,739887
42916222245,739840
7954211075,739787
43753012199,739658
24877204463,739637
29384187506,739566
7533234632,739514
26547715434,739451
21177653305,739423
22741078665,739289
8731712349,739191
24464254747,739125
42162544480,739052
22826182481,739009
20643709196,738941
6298672256,738923
28178718868,738719
9988405916,738648
9156654241,738623
43311019765,738559
36359952635,738379
11247496638,738273
12860578772,738112
26087353557,738074
20367586494,738074
10016152516,738041
44186548754,738010
45815628816,737730
38052149969,737695
22762783633,737623
42137307296,737616
3326945138,737477
9531521939,737419
21137787753,737400
8353680162,737324
9991709487,737184
39617627038,737102
44995990108,737097
7907631464,737074
6287705341,736865
43357625595,736657
5078303994,736573
21116764288,736454
19917574062,736442
34209254661,736420
6634424468,736342
8350128507,736293
21156694343,736148
38825847494,735769
11179975509,735689
40014258896,735571
40524852195,735504
42932652476,735452
24892059111,735109
9145609624,735019
19815099499,734726
7960612113,734610
40487973429,734552
23617486956,734426
29381835439,734345
40921374377,734293
6748180781,734217
14937504289,734158
14541139459,734060
20342167680,734058
26087794258,733957
20328123756,733957
8340388091,733936
38876465628,733881
42573118697,733784
25206234768,733640
33374607909,733509
43778207788,733509
29406126472,733411
29356041202,733249
11640435991,733145
9605764397,733135
7129959970,733117
11657732483,733086
21577783163,733084
40935237861,733028
22002010388,732857
9171079372,732833
22372902526,732716
7971972200,732502
29766319340,732377
12414803623,732344
21195568190,732325
33392380666,732095
9170800006,731929
37180577528,731788
34212851680,731775
44607441461,731752
26141011158,731726
21838932412,731656
22375965112,731577
4254189852,731552
28136342035,731528
24837858113,731422
18220222648,731278
9956133803,731277
38818494916,731174
16086418490,730960
8332954193,730809
14508869914,730693
9178113332,730666
43328499064,730584
40491912355,730259
38458960885,730245
45380862019,730182
22337919330,729899
24022138296,729827
38407907075,729732
4667915113,729287
22833258035,729265
23643944243,729066
24810933565,729054
44131641222,729032
14063299582,729032
21123798530,729018
10398609455,728852
15722245033,728776
22758217904,728772
40013983233,728671
8332366451,728616
37227940028,728576
7540312610,728450
14102211416,728265
6291251757,728169
11229925509,728166
26370515131,728077
21976653417,728065
49859196693,728022
41748790775,727862
10444754257,727790
12482056221,727738
24488904555,727707
5470581508,727656
25688721112,727596
12450501189,727496
5870094320,727480
43346390647,727452
11654350216,727341
13713395294,727264
20342050384,727201
33839166224,727077
33837436752,727017
44959434020,726868
21983533027,726856
4554468947,726777
20770876866,726761
38404486072,726706
23158309804,726574
40894637425,726524
44211075494,726471
39257066544,726443
41741675956,726422
102483,726156
22002284035,726149
9171080763,725893
10420061773,725884
43769200278,725849
21573298427,725757
24470474954,725659
42502764578,725638
24757637778,725612
25266644807,725569
25680889985,725531
26091991520,725510
6691544696,725457
43692955688,725380
44182855923,725354
7125834634,725208
5877121471,725109
6308771372,725078
36303734957,725044
26511630799,724961
40078640805,724798
8721352733,724791
40503342125,724636
9156964170,724317
4964902640,724315
29689001758,724145
24838411855,723892
22370152740,723813
28564221713,723670
100780,723540
7957150287,723503
14884598983,723473
102458,723471
102640,723429
21951862255,723359
13246201866,723341
40880497258,723174
9595815148,723155
28563244104,723039
5506384912,722889
30491636620,722685
23219243234,722673
22394835392,722635
9175322984,722569
24877322681,722551
43731699096,722495
7529463077,722276
38825373709,722275
40003452554,722231
26476289727,722178
30216453291,722040
10345162437,721773
25666467951,721709
43369425823,721670
45812061482,721444
42976477019,721431
14522981539,721316
43749591159,721235
40869879534,721185
41752406730,720888
8314331841,720859
22423014112,720851
39251011364,720840
21580106706,720769
44593331862,720558
40867007175,720330
48252992858,720310
40118031860,720246
37627792872,720125
47000981844,720052
9605958980,719869
16126161331,719753
22794230024,719682
15683924305,719592
24845681199,719548
9563111576,719366
44998573741,719310
47025267858,719292
7115969868,719178
22369204942,719051
25303009592,718951
10833645542,718841
10409297342,718629
44595494359,718601
22793514566,718457
45406342620,718312
38012135346,718150
6709224602,718135
11654234586,718086
7533706623,718052
39250384215,718027
22776890716,717987
42569233265,717971
13291954691,717890
14109128187,717875
25609162893,717727
6719875918,717708
16547280037,717656
42540965184,717551
13614468713,717493
38797038055,717330
11997378585,717202
43800839724,717148
100960,716943
39668013892,716920
41255422498,716858
8746608006,716729
9948664617,716485
22754755135,716420
38405030304,716342
7926022864,716187
40434757978,716183
29321572173,716101
39253527363,716022
25313072951,715991
27287725566,715947
42159184473,715800
20734556215,715750
24846000926,715739
41257700888,715661
45420643669,715629
27280648447,715488
32225072997,715470
23654277624,715459
35511246016,715365
12464683282,715356
15319086358,715306
45002156415,715240
32625006355,715166
14462928264,715115
36770376958,715089
6323708337,715077
14105313779,715037
30190827650,714986
31000920763,714985
13210554627,714972
29402424000,714957
5894923282,714734
49502886871,714725
42132936665,714628
8775184443,714562
37235057193,714544
37992131138,714503
37569552879,714457
40045937483,714399
41349167042,714366
26544525393,714264
11219074867,714246
38048764000,713983
21944306179,713820
9152916196,713768
39700364681,713747
41712441100,713727
12464253669,713701
8363931513,713572
26915413191,713440
33435024176,713434
23940227475,713233
40884697883,713232
44589873294,713170
41338360247,713066
5905932616,712973
6312233926,712966
15273802510,712944
42544155449,712908
23996556482,712874
8743032550,712851
43793332234,712755
7111605352,712637
22365836241,712623
41683503763,712602
11633324153,712585
28995651224,712576
8392980326,712567
45369781664,712384
40046375805,712359
12910648185,712285
38349135924,712262
11176151123,712247
14519405142,712231
22379781510,712120
7894298261,712107
8760535506,711949
37592537427,711900
102150,711873
45831194355,711828
45823809433,711726
11251107637,711709
14891317025,711659
42969524359,711638
22362174347,711590
44568453322,711576
16964514295,711503
26898041800,711423
38022548779,711382
28563524989,711286
13235156335,711229
7964388798,711210
6291251148,711207
9135234121,711083
12471094192,711068
42539793752,710902
14070840894,710857
11265457229,710846
45348750137,710822
30566352070,710802
22380608392,710794
12881482998,710767
41716759651,710685
8357756165,710662
28981662891,710660
11148523134,710652
37583890063,710406
15658213539,710333
10355448146,710286
12061331290,710171
30612153193,710140
21580306612,710061
8339054918,710055
43290337191,710053
9567171124,710047
7933214223,709984
43346815977,709976
9142034431,709814
5470546670,709789
41352634015,709702
12418342211,709651
25266254444,709521
21595467002,709297
11225951161,709269
7943748329,709219
10012581943,709160
38026083097,709131
7119063853,709130
12429900274,709023
22779556863,708967
47465537674,708883
40459909684,708873
21563591917,708796
29264659108,708771
19529543922,708582
44167524387,708449
43742397970,708431
26918959782,708253
60578765722,708248
28542376250,708165
26437308659,708138
22363205450,708100
6698109851,708093
21530418008,708038
5916744717,708007
4664419696,707916
11986571957,707916
9191754412,707733
12457526254,707700
14484578983,707658
42129633730,707653
40942362707,707515
23229929124,707459
101674,707452
9581156278,707372
13314010603,707319
45001965014,707204
23211062751,707001
21990531489,706812
22716479137,706712
15672534337,706666
29699340360,706524
20335159497,706485
27332376862,706482
23947538230,706418
44172491361,706157
43771011072,706080
19783341431,706035
29260683706,705937
10405288615,705933
9556941489,705825
13709777319,705685
27749651872,705633
40477957299,705613
14537800614,705391
35972074338,705325
20742024427,705279
7897175454,705246
38359044448,705201
14134486109,705132
40434756126,705010
12853578721,704885
28992265667,704662
42162732113,704562
29813210803,704455
21965892514,704389
30605855288,704309
46201027253,704289
27282887956,704054
23606796075,703953
22330802639,703923
39660078791,703874
40028055500,703868
12485715262,703814
32214263786,703807
34743442282,703769
32221571039,703569
16914560673,703513
29355968848,703350
102595,703340
9531515511,703264
39628624963,703093
5499191448,702892
8739927038,702880
11219236488,702756
43774701354,702525
20282371151,702382
20749012635,702355
33039809163,702225
22801340448,702145
41712122717,702036
38883542870,701838
11226860225,701752
20745512986,701743
37231550399,701701
12068211150,701584
36756811112,701456
34227745162,701400
12849927132,701310
21977442178,701233
10823226931,700996
12485363392,700993
12054364307,700984
9992098103,700939
47036468785,700899
5888392955,700695
36777218481,700646
21163767999,700608
13688678630,700542
12860457250,700355
11611154084,700337
43356998191,700224
22375970578,700202
13232013036,700148
7554734839,700084
38869477415,699960
39257185744,699767
6334129273,699725
35576103351,699716
25659234888,699600
45431488896,699588
25295536190,699564
36370711216,699523
9977757310,699237
42488536880,699194
28571219870,699186
41341982681,699156
13288537230,699120
7519556357,699078
39196734459,699071
6308772232,699040
27314173768,698967
22372750693,698966
21609380563,698883
41723640958,698821
21998511411,698612
46220599776,698486
27273581783,698395
40902226130,698394
9577496913,698392
6733787830,698326
43777964802,698168
6330674467,698146
21973549292,697985
22811443200,697969
22359574857,697884
24010820387,697861
43386639987,697835
24411155510,697807
38843487599,697751
42504329688,697331
12885495171,697240
21580933092,697086
10769856346,697064
45413416111,696986
9966869608,696973
5913088130,696939
36773997162,696872
11654583119,696829
28474723781,696674
10816079776,696600
16496892816,696586
29746270200,696552
38438062429,696495
37573629592,696476
22818353546,696194
10378006808,696163
40431371896,696150
10844530505,696017
46241397670,695962
